id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions
mined,MinEd,2015.25,2017-05-05,"Texteditor mit Unicode und CJK Support. Nette Features zum Editieren von Plain-Text Dateien, HTML usw. User-freundliches Interface, Maus und MenÅs.","Mined ist ein umfangreicher Text Editor. Mined bietet Unicode und CJK UnterstÅtzung und viele Feature fÅr Special-Cases, von denen andere Editoren noch nie gehîrt haben. Beispielsweise Auto-Erkennung, Handling verschiedener Terminals und Han-Support. Er war der erste Editor, der Unicode in einem Nur-Text-Terminal unterstÅtzt hatte (z.B. Xterm oder rxvt).",,"edit, editor, unicode, codepage, encoding","Michiel Huisjes (Minix), Achim MÅller (UNIX), Thomas Wolff <mined -at- towo.net>",Thomas Wolff <mined -at- towo.net>,http://sourceforge.net/projects/mined/,http://towo.net/mined/,,,"DOS, Win32 (Cygwin), *nix","GNU General Public License, Version 3",edit,,e63d665f235f6681b29a2fba3be819f3,2d541c379d19842273c841addb2e958ae1b42364dad377f05ceb3cc42400071b,
mines,MiNES,0.96,2012-09-25,MiNES ist ein Editor fÅr iNES ROMS.,,,"iNES, editor",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mines.html,,,,DOS,"GNU General Public License, Version 3",emulator,,a62bf38dc7616684c1284096c9b38fc3,a7c58e470c75b737640dabde7fe4b20f23173110af9deed2da8c2ad837cb1d07,
mirmagic,Mirror Magic,2.0.2,2013-12-07,"Ein Arcade Spiel im Stil von ""Deflektor (C64)"" und ""Mindbender (Amiga)"".",,,,Holger Schemel,,artsoft.org/mirrormagic/,,,,"DOS, GNU/Linux, Windows","GNU General Public License, Version 2",games,,76bb077d7b39867e0d23ba733bf8c612,e19673a42f87e1b9c1aa69784535f08db9f3142e9457fb0e5f372d71c48f36cf,
mirror,Mirror,0.2,1999-03-24,Speichert Information eines DatentrÑger fÅr eine eventuelle Datenrettung.,,,freedos,Brian E. Reifsnyder,"Brian E. Reifsnyder, reifsnyderb@mindspring.com",http://www.23cc.com/programs/,www.freedos.org,www.freedos.org,http://wiki.freedos.org/wiki/index.php/Mirror,dos,"GNU General Public License, Version 2",base,,b916dea5d082fcdec8fe92a9754e0559,9fd2131758a119ddd374687babc96d5434f0a1d999599d41922c56a57334078f,
mkeyb,MKEYB,0.40,2004-03-17,"Sehr kleiner Tastaturtreiber, 500-700bytes resident.",,,freedos keyboard Tastatur,"Tom Ehlert, Email found at website",Tom Ehlert,www.drivesnapshot.de/freedos/mkeyb.htm,,www.drivesnapshot.de/freedos/mkeyb.zip,,DOS,"GNU General Public License, with exceptions",base,,131c356bb909317db93e06e8215980af,2aca837451d6ef10e56a0c0fe4c2b523b5f0ae2c63ce47bf2739799d309df364,
mode,mode,2015-11-25,2016-02-27,Setzen des Modus der GerÑte.,,,"freedos, mode, display","K. Heidenstrom <kheidens@actrix.gen.nz>, Eric Auer <eric@coli.uni-sb.de>",Eric Auer eric(#)coli.uni-sb.de,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mode.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/mode/,,http://wiki.freedos.org/wiki/index.php/Mode,DOS,"GNU General Public License, Version 2",base,,bd241fcee5c54218fca8ff1fc339defb,02dec6ac346d20323b8dabb78ac745ec938846a3f33be5eef90907cd2e127bff,
more,more,4.3,2007-10-01,Zeigt eine Datei Seite fÅr Seite an.,,,"freedos, more",Jim Hall <jhall@freedos.org>,Imre <imre.leber@telenet.be>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/more.html,,http://www.isd.net/jhall1/freedos/utils.html,http://wiki.freedos.org/wiki/index.php/More,DOS *requires KITTEN,"GNU General Public License, Version 2",base,,687372186f9d472ba40297f0a6144a5c,ba87a83d12fd5efbfcf5b20b0c7403ed83ed8d81f5bf828990a0a0f2e043ea3f,
move,Move,3.3a,2006-08-30,Verschiebt Dateien,,,"freedos, move",Joe Cosentino <hardmarine@comcast.net>,Diego Rodriguez <dieymir@yahoo.es>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/move/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/move/,http://www.geocities.com/xsaintx69/freedos,,DOS,"GNU General Public License, Version 2",base,,615af869060c57d4ba42d517506b64db,927ccfddaf53e69935cf0c06b8bb6d8d77d401457aa817d34fb662409daa1e48,
mplayer,MPlayer,1.0rc2,2013-02-01,"Mplayer ist ein Movie-Player, der von Linux auf DOS portiert wurde.",,,"multimedia,video,player",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mplayer.html,,,,DOS,"GNU General Public License, Version 2",sound,,b691290e869ebaaf41abee952323ee96,b40178114f03f20d533312881b30f7d431e8a6c8d56291313100a5f77540f029,
msedit,MSEDIT,0.11,2012-09-22,Mateusz' Saucy Editor,,,text editor,Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/msedit.html,,,,DOS,"GNU General Public License, Version 2",edit,,cb7bf41ca963bac4273272d8d61de608,06902e0b485642af1afd6a31a556ca2c4628ef4d999c6bb06cc2e2828b91f12a,
mtcp,mTCP,2013-04-26,2013-04-26,"Sammlung von TCP/IP Tools fÅr 16 Bit DOS: DHCP, IRC, FTP, Telnet, Netcat, HTGet, Ping, SNTP",,,dos tcp/ip realmode dhcp ftp telnet htget irc ircjr netcat sntp ping opensource 16 bit Netzwerk,Michael B. Brutman <mbbrutman _AT_ gmail.com>,Michael B. Brutman <mbbrutman _AT_ gmail.com>,http://code.google.com/p/mtcp/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/net/mtcp/,http://www.brutman.com/mTCP/,,DOS,"GNU General Public License, Version 3",net,,902b7b11bea32f24b249e0753521808a,0b6bafc58374e276f8f1b8c4654968b95cbbb2861536e10f642d1a99f9555091,
nansi,Nansi,4.0d (2007may26),2007-05-26,Ein ANSI-Treiber fÅr DOS,,,"freedos, nansi, ansi",Dan Kegel <dank@kegel.com>,Eric Auer <eric@CoLi.Uni-SB.DE>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/nansi.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/nansi/,http://www.kegel.com/,,dos,"GNU General Public License, Version 2",base,,f6e6b16c91a608eeb2c35595190ab69b,f75ee06ae9fd66a9a7bbcede1a8f9f3a3c79b874380374a777c6f4f92904c643,
nasm,Nasm,2.13.03,2018-02-16,Der Netwide Assembler (UPX komprimiert),"Der Netwide Assembler, NASM ist ein 80x86 sowie x86-64 assembler, entwickelt mit Augenmerk auf portabilitÑt und modularitÑt. Er kann mit einer Reihe an Objekt-Formaten umgehen, wie z.B. Linux und BSD a.out, ELF, COFF, Macho-O, 16/32Bit OBJ (OMF), Win32 und Win64. Er kann auch plain Binary Dateien ausgeben, Intel Hex und Motorola S-Rec. Die Syntax wurde entwickelt im Hinblick auf Einfachheit und einfaches Verstehen, Ñhnlich der Syntax, die das Intel Software Developer Manual benutzt. Er unterstÅtzt alle zur Zeit bekannten x86-Extensions und hat guten Macro-Support.",,"nasm, asm, assembler, assembly",Peter Anvin and others,Peter Anvin,http://www.nasm.us/,,,,DOS,Simplified (2-Clause) BSD License,devel,,4dff34f1f1f5c7ebd94f825dbc84b141,2a0d1535323454ddc629ffbdd4c48c21d02ae2a0eb378e21dde95507b84d0d7b,
nethack,NetHack,3.4.3,2013-12-11,Ein Single Player Dungeon Spiel,,,,"Stichting Mathematisch Centrum, M. Stephenson",,http://www.nethack.org/,,,,"DOS, Windows, GNU/Linux, OS/2, Mac, Amiga, Atari",NetHack General Public License,games,,cdf543dd4487c6dc24d707f0e69c7837,55a54c50a96b73138ec5847f0378b341966f657522acf57d78b036bc33b54e86,
newsnuz,NewSNUZ,0.98,2015-05-28,"Usenet (NNTP) Leseprogramm, basiert auf WATTCP",,,"nntp,usenet",Doug MacDonald,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/newsnuz.html,,,,DOS,Public Domain,net,,76ef7ae47de34d5adcf46789ab5046f0,547cb2e18049c74a5fad69340e659aec3cf73fb89e3354ad57cd7394bf8e2ba0,
nge_nibb,NGE Nibbles,0.1.0,2013-07-17,"Ein Klon von nibbles, einem alten Arcade-Spiel",,,nibbles,Andrea Fazzi,,,,http://nge.sourceforge.net/,,"DOS, FreeDOS","GNU General Public License, Version 2",games,,307f7142b0ca19081c920886f53bb4fc,d1cdef6b013b1904b618d11b804038ed4f7f0d2736246c8408b6730817dd21a0,
nlsfunc,NLSFunc,0.4,2006-08-22,NLSFUNC fÅgt National Language Support hinzu.,,,"freedos, nls, country, display, mode",Eduardo Casino-Almao <mail@eduardocasino.es>,Eduardo Casino-Almao <mail@eduardocasino.es>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/nlsfunc/nlsfn04x.zip,,,,DOS (nasm),"GNU General Public License, Version 2",base,,4d8a0c7d6bff3dae4a53bf97bf12c2b1,5b62b6d6c77fc77e5d31e354c9ec41e9232fe084e9c9d202631dba218ed514ad,
nosefart,Nosefart,1.92,2012-09-22,NSF Player (NES Music Player),,,,Matthew Conte,,,,http://www.baisoku.org/,,DOS,"GNU General Public License, Version 2",emulator,,023964e49a2001b704a34fbf94a58c49,40b0a19c5756c8056b49a5887400f219645661638c3bc876f21c10dd047791de,
nro,nro,1.2,1997-01-26,Textverarbeitung Ñhnlich nroff auf UNIX,,,"nroff, roff, nro, micro-c",Steffen Kaiser (steffen.kaiser _AT_ fh-rhein-sieg.de),Steffen Kaiser (steffen.kaiser _AT_ fh-rhein-sieg.de),http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#nro,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#nro,,"FreeDOS, DOS (Micro-C)",Public Domain,util,,2a89af725d14bbba6fe2a8a724e82acc,744cd2f63a36ad3e73c0f6146ce10126da8b3c8e7541668ddd6c42fea0776e7f,
ntfs,NTFS,30Mar2001,2009-02-22,Zugriff auf NTFS Partitionen,,,"ntfs, partition, file, access",Christophe GRENIER,Christophe GRENIER,http://www.cgsecurity.org/wiki/Chntpw_for_Dos,,http://www.cgsecurity.org/wiki/Chntpw_for_Dos,,DOS,"GNU General Public License, Version 2",util,,0613311b87496234acf265daf06c1df0,a13641c8514e64de43925e097bd5b4d5d5f7ba418d22c584dc50299efb513fbe,
ntool,NTOOL,1.5,2013-02-01,"NTOOLS ist eine weiter Inkarnation des Programms NETCAT, basiert auf dem WatTCP stack.",,,"ntool,netcat",Joergen Hoffmann,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ntool.html,http://www.bttr-software.de/products/jhoffmann/,,,DOS,EUPL v1.1,net,,4fb6dfac3c73181593a385b9b187abb8,9d6b87432b127888cf7e7d1fb98bce873972f230afc93b6cdc640e65664c6e10,
opencp,OpenCubic Player,2.6.0pre6,2015-06-23,"OpenCubic Player ist ein Multi-Format (mp3,wav,mid.....) Musik Player",,,player,"Niklas Beisert,Felix Domke,Fabian Giesen,Tammo Hinrichs,Dirk Jagdmann",,,,http://www.cubic.org/player,,DOS,"GNU General Public License, Version 2",sound,,e00cba7eb243b7d1b1b9f3f56137c3c7,13556a138160d5b3d3f4781faeb296f96de654b3a72b13982aec5a14c185eb3e,
opengem,OpenGEM desktop,6,2012-09-25,Grafischer Desktop Manager mit einigen Apps.,,,"atari, gem, opengem, desktop",DRI,Shane Coughlan (shane@shaneland.co.uk),http://gem.shaneland.co.uk,http://gem.shaneland.co.uk,,,DOS,"GNU General Public License, Version 2",util,,60aef3d5a6bdeb10ee5cc7fb608abc9c,7f3bd8e8c489c213a951085ae57491260eccf077a1bae60527dd6c8ce77ede02,
ospedit,OSPlus Text Editor,2.1.1,2017-05-05,Ein freundlicher Text-Editor fÅr DOS,OSPLus Text Editor: Ein freundlich Text Editor fÅr DOS. EnthÑlt eine Real Mode und eine Protected Mode (DJGPP) Version.,,"text, editor, dos, rtf, txt, wri",Owen Rudge <orudge _AT_ freeuk.com>,Owen Rudge <orudge _AT_ freeuk.com>,,,http://osplus.sourceforge.net/,,"DOS (Borland C++ 4.51, DJGPP), FreeDOS","GNU General Public License, Version 2",edit,,2e5a985719598da715dd1e7cb6ed0cee,d6f71523d6dd09eb1b3f8815589d807e74cbd74b94e8be1ede1d1cabb9efb8e0,
ospimg,OSPlus Disk Imager,1.4,2017-05-05,Tool zum Lesen und Schreiben von Floppy Images.,"Das OSPlus Disk Imager Tool erstellt Floppy Images und schreibt sie auf Festplatte. Diese kînnen dann weitergegeben werden. Auch das ZurÅckschreiben auf eine Diskette ist mîglich. ACHTUNG, die Daten auf der Diskette werden dabei Åberschrieben!",,"disk, image",Owen Rudge <orudge _AT_ freeuk.com>,Owen Rudge <orudge _AT_ freeuk.com>,,,http://osplus.sourceforge.net/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,cf1e1552ffd6da24522b66fc3b5020f4,b3e6f082348ab501b0a36f171388ecaf7f13d775179958f7171e48cf7ce89fd5,
ow,Open Watcom C Compiler,1.9a,2014-07-27,Open Watcom C/C++ Compiler,,,"watcom, c, compiler",,,http://www.openwatcom.org,,http://www.openwatcom.org,,DOS,"Sybase Open Watcom Public License, Version 1.0",devel,,31d877a2b2565e607ffa9b3913f0aa23,01bd05d3b24a95e77a677875971bf63801f3df7fe0417253e608b33272bcae99,
ozonegui,oZone GUI,0.5.3.0,2012-09-25,oZone Desktop Environment,,,"freedos, ozone, gui","Point Mad, Lukas Lipka",,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ozonegui.html,https://sourceforge.net/projects/ozonegui/files/,,,DOS,GNU GPLv2 and LGPLv2.1,util,,d054c8c395cae9a8aa37590238d949fe,924d0dfe015c2535037f5d0e3deba1bb10db935352817137b5384aa97337c188,
p7zip,7-ZIP,4.65,2012-09-25,P7zip ist ein schneller Port von 7za (dem Kommandozeilen-Teil von 7zip). 7Z ist einer der Packer mit der hîchsten Kompressionsrate.,,,"7zip, p7zip, compression, zip, unzip, arj, Komprimierung, Packer",Igor Pavlov,Igor Pavlov,http://sourceforge.net/projects/p7zip,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/7zip/,http://www.7-zip.org/,,DOS,"GNU Lesser General Public License, Version 2.1",archiver,,2f2fbc12a571fc09e839f1d38537c1c2,ee8d4caeb7826aa8dbad0b08a204e4998fc67102b9664f016d3c14eeec0e304e,
paint2,powerpaint,2,2013-03-15,"Ein nettes, graphisches Paint Programm von 1998. Es unterstÅtzt paint1 und noch zwei andere Dateiformate. Grafikmodus 13h und eine Maus wird benîtigt.",,,"paint, graphics, Grafik",Yotam Madem (yotammadem _AT_ hotmail.com),Yotam Madem (yotammadem _AT_ hotmail.com),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,,http://www.geocities.com/yotam_madem_software/paint2.html,,DOS (Pascal),"GNU General Public License, Version 2",util,,b6747448cb8d67e66e9979f9e5acabf4,361fc4494175de60fe7b7a6310787254489fa3cbddae554a3736357189ae303f,
pakupaku,Paku Paku,1.6,2012-09-21,Ein Text-Modus Pacman Klon,,,,Jason M. Knight,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pakupaku.html,,,,,Public Domain,games,,a9be5adf3e34e77b3f8e009efb88d36f,7602b6e2ce22613bf4ce3130cc3ed98d1af7d827b352528f83ac3c27bd66edb1,
part,Ranish Partition Manager,2.37,2009-02-22,"Partition Manager kann: Speichern/Schreiben des MBR, Erstellen und Lîschen von Partitionen, IDE-Informationen anzeigen, Formatieren und éndern der Grî·e von FAT-16 und FAT-32 Dateisystemen. Kommt mit ausgefeilten Bootmanagern.",,,"disk, partition, manager, ranish, fdisk, format",Mikhail Ranish ranish -at- intercom.com,Mikhail Ranish ranish -at- intercom.com,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/part.html,,http://www.ranish.com/part/,,"DOS, FreeDOS",Public Domain,util,,e3702d0dfeaab525c788cd32c56c3bf6,471ea6d551af897915c05b73118f6c18c3b95e12f3fe87379a06f19568f48dc8,
password,FreeDOS Password,0.50,2005-04-05,Passwort Programm - HÑlt Fremde von deinem Rechner fern,,,"freedos, password, login, user",Mateusz Viste <mateusz (#) viste-family.net>,Mateusz Viste <mateusz (#) viste-family.net>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/password.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2.1",util,,3de989bd2a6e922bfcefa27601339e96,241291c9fb133edd7ccf817b750e284799aa454dd2104e9ad605b8f3aaa75c81,
pbox,PasswordBox,0.11,2013-07-18,Ein Konsolen-Passwort-Manager mit AES-verschlÅsseltem Passwortspeicher.,,,"password,manager",Mateusz Viste,Mateusz Viste,http://sourceforge.net/projects/passwbox/,,,,DOS,"GNU General Public License, Version 3",util,,89d5b233a48b1ea50b6fa138f35c75d2,deb45826de3953fa8f006a485cc05ee619373d65cc947f475300b84d7a64dc7b,
pcisleep,PCISLEEP,12 mar 2005,2009-02-15,PCISLEEP zeigt PCI-Karten an und schickt sie schlafen.,,,"PCISleep, pci, card, vga, sleep, list",Eric Auer,Eric Auer,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pcisleep.html,,,,DOS,"GNU General Public License, Version 2",util,,f75f113addd3c3871e0a962b2a02682d,4ad400c68b106719c2feb57c2abf3572369fe2246be178f47bb36ae0fdfda905,
pdtree,pdTree,1.02-1,2004-05-22,"Die Ordnerstruktur eines Laufwerks oder Pfads grafisch anzeigen. Wenn die LFN-API verfÅgbar ist, kann es auch Lange Dateinamen. Support fÅr ""message catalogs"" in verschiedenen Sprachen (mit cats). LÑuft auf DOS und Windows 9.x",,Removed extraneous package metadata to prevent conflict with DU package.,"tree, FreeDOS, DOS, Win32",Kenneth J. Davis <jeremyd@computer.org>,Kenneth J. Davis <jeremyd@computer.org>,http://www.darklogic.org/fdos/ftp/tree/,,http://www.darklogic.org/fdos/ftp/tree/,,"DOS (TC30, BC31), Win32 (VC5, BCC55)",Public Domain (optional use of LGPL catgets by Jim Hall),util,,b23d409e59a76f8e449765629b487013,a92b67d2d4800e90e9ab77767570ef7f1d32482d35b0a17008c3fd5a8c53a279,
perl,Perl,5.8.8,2013-08-17,"Perl ist eine Sprache die Funktionen von C, sed, awk und shell vereint",,,perl,,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/perl.html,,,,DOS,GNU General Public License,devel,,c9a98a5f9ec3bd0fce9c1b3d97e8b8ee,6c6f5191d2b4d3f428805d20c3bce35cd42f9e6c324a2ffd643271ef77046e08,
pgme,Program Manager Eternity,2015-07-26,2015-12-27,Ein voll konfigurierbarer Multi-MenÅ Application Launcher fÅr DOS. Kommt mit FrontDesigner und einigen anderen Tools. Benîtigt Maus.,,,Menu Launcher dos launch pgm pgme efntdsgn menu kiosk 16 bit,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,http://sourceforge.net/projects/pgme/,,http://up.lod.bz/PGME/,,DOS,"GNU General Public License, Version 2",util,,6d42b4bba11c93d88819a9f36e8940a4,4c0bea2ee8503d03bf1ae496245896024bfe590a1a0b079d525715b06f61909d,
pg,PG (PaGer),1.16,2007-11-27,Zeigt den Inhalt einer Datei seitenweise an.,,,"page, pg, text, show text",bearheart -at- bearnet.com,freedos_pg -at- yahoo.com.hk Lo Hung Che http://johnson.tmfc.net/dos/pg.html,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pg.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/pg/,,,"DOS + Turbo C + Nasm, FreeDOS","GNU General Public License, Version 2",util,,e90870ded1ce927eb45d7b7182a4783c,e37a766817800dd0a725d71cea0e17da48deedca40e5260256aee0523a1728a2,
picosntp,picoSNTP,0.9.1,2016-04-11,"SNTP Client fÅr DOS, basiert auf picoTCP",,,"NTP, SNTP",Mateusz Viste,,http://picosntp.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",net,,2bb528904f175e0764964397b3e77a04,7b10186b812a3f36dc0458303dac7a57f0911b1fa5bc69c2e516429087a227d9,
picotcp,picoTCP,20151119,2015-11-29,PicoTCP Netzwerk-Stack (Bibliothek und Konfigurationstools),,,,Mateusz Viste,,http://picotcp4dos.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",net,,b93e67056ccde0d9eaa4a78c76cbb381,ee1a1faaa3feb4ff151615334d58771cd40d1cdd421f395a6cdd398016f11c52,
pico,Pico,3.96,2013-08-17,Einfacher Texteditor im Stil des Pine Composers,,,editor,"Michael Seibel, Laurence Lundblade",,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pico.html,,,,DOS,GNU General Public License,edit,,8565657cd55ebea9a9235bc686c55a7a,e58fa7a6b86ae2031b4d2935a2e12ecb065890fb70d64b2841c9a3350968abe7,
ping,ping,2.2,2013-06-23,Das ping Internet Diagnose Tool. Kommt aus der Watt-32 v2.2 Suite.,,,ping,Erick Engelke,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ping.html,,,,FreeDOS,GNU General Public License,net,,43a480ed5a625497e2c7582206a1e336,c4aa6084bf1f8cb86bc52b8b8de155a2de8b907186c70edd574255e66a36654e,
pngcrush,pngcrush,1.7.66,2013-07-17,PNG Komprimierungstool,,,png compression,Glenn Randers-Pehrson,,,,http://pmt.sourceforge.net/,,DOS,zlib/libpng License,util,,83b1abe22f072cc421b2d086a40248f0,8781a37b9b69dae8053fe8060a3e09563bf1238954f441308d6b508cb1a0e54a,
print,PRINT,1.02.ea,2008-12-12,"Drucke Sachen im Hintergrund, wÑhrend du andere Dinge tust...",,,"print, spool, lpr",James Tabor <jimtabor -AT- infohwy.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/print/,,,http://wiki.freedos.org/wiki/index.php/Print,"DOS, FreeDOS","GNU General Public License, Version 2",base,,d1460eb869a474a86a120add6a658645,7ac6220a40f33943c430c98ad8dfdeaf8b539edbeef02760243f4df80d2d3746,
psrinvad,INVADERS,1.1d,2018-03-07,Space Invaders Klon,,"more minor cleanups, sed portability fixes","Space Invaders, Arcade, Games, Spiele",Paul S. Reid,,www.freedos.org,,,,"DOS, TASM/MASM/A86/LZASM/JWASM/WASM/NASM/FASM/OCTASM/TMA/WOLF",Open Source,games,,6e6b31a8499ac3b9f9075cba4c5c8e76,0889196d668bdf498ed516542bc400a122b9f0667fe4c9baf5b2995ce3e556e3,
qtetris,TETRIS Queen,1.4.1,2013-07-16,"Ein Klon des TETRIS Spiels, auch ein Tribut an die Band Queen.",,,tetris,David A. Capello,,http://qtetris.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",games,,28246f814db1212f1ac46d9310bf4f0a,086f4466d40074e69f03af6d5afd9b3b53c00177cf86ce85a9ab3d3bfe0f1b30,
raread,raread,1.1,2001-08-10,"Erzeugt ein Image einer Floppy, welches mit RAWRITE wieder geschrieben werden kann.",,,"raw, read, floppy, image",Brian E. Reifsnyder (reifsnyderb _at_ mindspring.com),Brian E. Reifsnyder (reifsnyderb _at_ mindspring.com),http://www.fdos.org/ripcord/rawrite/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/,http://www.fdos.org/ripcord/rawrite/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,c6b0cfaf3ca6e33ca6bcad8fff65d2a4,9937e8ff2aabcac772f4d395765749735fd2b56aa4969ba18b9e9e14c0c8c54f,
rawrite,rawrite,1.3,2008-06-19,Ein Floppy-Image von RAREAD auf eine Diskette schreiben.,,,"floppy, write, rawrite",Mark Becker (mbeck _AT_ ai.mit.edu),Guy Helmer (ghelmer _AT_ dsuvax.dsu.edu),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/rawrite/,http://www.fdos.org/ripcord/rawrite/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/rawrite/,,"DOS, FreeDOS",Source code available (open),util,,cc643be71fa3f12b992e23c750ca227d,a1c0f4679778b6575d5f6b6988d3c3cb0493814a3d1218be4158c6db84ea8758,
rcal,rcal,1.0,2018-08-02,Ein Rechner fÅr grosse Zahlen und Floating Point. Stellt sich wie ein Rollen-Drucker dar. 8086+,,,"calc, calculator",Mateusz Viste,Mateusz Viste,http://rcal.sourceforge.net,,http://rcal.sourceforge.net,,dos,MIT License,util,,afb9eb7abe77579716431e00f1718b08,d9921cf64743c4e906d2f4bbb8795d761c0f3e547d5ffd87dbe6fe8532d5ea3c,
recover,RECOVER,0.1 (BETA),2004-02-07,Wiederherstellen von Disketten oder verlorenen Dateien.,,,"Datenrettung, recover, disks, files",Imre Leber <imre.leber -AT- telenet.be>,Imre Leber <imre.leber -AT- telenet.be>,http://users.telenet.be/imre/FreeDOS/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/recover/,http://users.pandora.be/imre/FreeDOS/,http://wiki.freedos.org/wiki/index.php/Recover,"DOS, FreeDOS","GNU General Public License, Version 2",base,,42f7aeee9afce84c7ec370dd4f1aa4c8,16b93e7b6f9ade82162a05ef57e129e0b2189e8c0b2b8558068412710f9dbd4a,
regina,Regina REXX,3.7,2013-02-04,Port des Regina Rexx Interpreters mit SAA Rexx API Support.,,,"Regina,REXX",Mark Hessling,,regina-rexx.sourceforge.net,,,,DOS,"GNU Library General Public License, Version 2",devel,,8778295f568863f683a6739c0175b714,76bb71de0a02f49a04119133421ed703c70b30ef4adf809ae54e554835c2666e,
replace,REPLACE,1.2,2001-03-25,Ersetzt Dateien gleichen Namens im Zielverzeichnis durch die Dateien des Quellverzeichnisses.,,,"copy, replace",Rene Ableidinger <rene.ableidinger -AT- gmx.at>,Rene Ableidinger <rene.ableidinger -AT- gmx.at>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/replace/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/replace/,,"DOS, FreeDOS","GNU General Public License, Version 2",base,,a21046993d620c030e9072c9fcc4a965,da41f768f4f5eb789a2744672f5b22a3317cc15e421fd03748bb6f48bb560f7d,
romdsk,ROMDSK,1.1,2004-10-27,"ROM Disk ToolKit um einen DOS Kernel aus einem ROM zu starten (EPROM, Flash).",,,ROM disk EPROM flash EEPROM DOS FreeDOS kernel boot INT19H,sbk _at_ gifta.bg (Stanislav Bonchev),georgievli _at_ netscape.net (Luchezar Georgiev),http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/romdsk.html,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,"DOS (TASMB), FreeDOS","GNU General Public License, Version 2",boot,,d18d3fcd01ea297a08d8c0381f39d64f,56c64c9311b0007951d98d7d6cea6994017f54743dcf5cd006d979eeb92ee918,
