id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions,,,
lzop,lzop,0.96,2013-08-17,Sıkıştırma oranı yerine hıza öncelik veren gzip'e benzeyen bir sıkıştırıcı,,,"lzop, sıkıştırma",Markus Oberhumer,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lzop.html,,,,DOS,"GNU General Public License, Version 2",archiver,,c70f826e41f41f70bdf8b82691a3fa19,6fead55a0b3757acbc05e333384d3aad2c5021fddfe9fdb3b92870f097fc17bb,,,,
m2wat,M2WAT,0.1,2016-07-18,Ayarları MTCP.CFG dosyasından WATTCP.CFG dosyasına aktaran yardımcı program.,,,"mTCP, WATTCP, DHCP",cordata02@aol.com,my.green@mailbox.org,https://github.com/ulrich-hansen/M2WAT,https://github.com/ulrich-hansen/M2WAT,https://github.com/ulrich-hansen/M2WAT,,"DOS (Borland C 3.1, DJGPP 2.03)","GNU General Public License, Version 2 or later",net,,3848727d46712c9c2c2522b7be582a26,3fda148cbee75641f6be47b00f8f6538a4598a3de4cbf002d813e3e768a903d6,,,,
magnetic,Magnetic,2.3,2013-12-11,Magnetic Scrolls maceraları için bir yorumlayıcı.,,,,Niclas Karlsson,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/magnetic.html,,,,"DOS, Amiga, MacOS X, Java, Maemo5, OpenPandora, Windows, GNU/Linux","GNU General Public License, Version 2",games,,7678f37aa11efa0672f97a4518e2aba1,e4b38cf19ee4333b398f38d179ab5d504090dec0665e2c58015e1fd124c523ec,,,,
mbedit,mbedit - Multi platform editor,8.64,2013-02-07,"mbedit, macro seçeneği, hesap makinesi, komut tarihçesi arabelleği, onaltılı düzenleyici ve fazlasını içeren tam ekran bir metin düzenleyicisidir.",,,"düzenleyici,onaltılı",Michael Braun,,,,http://www.braun-home.net/michael/,,DOS,"GNU General Public License, Version 2",edit,,a9e4dae53d59ba776dce50c5891c53b1,cc164787592854a327fb961b004936f3136c815fb509dc800a3eb9b33060cbc5,,,,
md5sum,MD5SUM,3.0,2005-11-21,MD5 sağlama hesaplayıcısı,,,"md5, md5sum, sağlama, checksummer, şifrelenmiş, sha, crc",Colin Plumb,Blair Campbell <Blairdude AT gmail DOT com>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,"DOS, OpenWatcom 1.3, Pacific C 7.51, Turbo C 2.01, Turbo C++ 1.01","GNU General Public License, Version 2",util,,362539eb9a21abf29e8debb70a3c0bba,feace16efbd88f851ee500a68608793d334188907796c9f27e24dfe0e326fa84,,,,
meka,MEKA,0.70,2012-09-25,"MEKA, çoklu bir makine öykünümcüsüdür.",,,"meka, öykünüm, emülatör",Omar Cornut,,,,http://www.smspower.org/meka/,,DOS,"BSD-like license, see website",emulator,,4d55e59803a3f9d18fbb65498b5fd23d,c024100e2b7eac07cdcb5d50e5f914dda21f59c388a3c5e9719cc60986e353e2,,,,
memteste,MEMTESTE,2003,2016-04-28,"MEMTESTE, Intel 386 veya daha güçlü yongalar üzerine kurulu PC uyumlu bilgisayarların DRAM (ana belleğini) denemek için bir programdır.",,,"RAM test, memtest",Eric Auer 2003,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/memteste.html,,,,DOS,Freeware,util,,d5207aca141562fe167667f687cbfeb7,d218a96f42b6ae0cd7be2988806cffec7dfe1ae67485668dc95d3e63465d5190,,,,
mem,MEM,1.11,2007-11-30,Sisteminizdeki kullanılan ve boş bellek miktarını görüntüler,,,"Bellek, mem, xms, ems, umb, hma",Joe Cosentino <jayc17@mediaone.net>,Bart Oldeman <bartoldeman@users.sourceforge.net>,http://www.freedos.org,,,http://wiki.freedos.org/wiki/index.php/Mem,FreeDOS,"GNU General Public License, Version 2",base,,f9a1f0a34a2a8765d94ef3409ff2074a,da3dfd89f951c8c1421697285f9423a118d4077945ac479a0e3ed6e44cf46022,,,,
mined,MinEd,2015.25,2017-05-05,"Kapsamlı Unicode ve CJK desteği içeren metin düzenleyicisi. Düz metin belgeleri, programlar, HTML vs. düzenleme için kullanışlı ve verimli özellikler. Kullanıcı dostu arayüz, fare ile kontrol ve menüler içerir.","Mined, güçlü bir metin düzenleyicisidir. Mined, (otomatik algılama özellikleri ve terminal değişikliklerinin otomatik yönetimi veya Han karakter bilgisi gibi) diğer düzenleyicilerin farkında olmadığı özel durumları kapsayan hem geniş Unicode hem de CJK desteği sunar. Mined, Unicode'u düz metin terminalinde (xterm veya rxvt gibi) destekleyen ilk düzenleyici olmuştur.",,"düzenle, düzenleyici, unicode, kod sayfası, kodlama","Michiel Huisjes (Minix), Achim M�ller (UNIX), Thomas Wolff <mined -at- towo.net>",Thomas Wolff <mined -at- towo.net>,http://sourceforge.net/projects/mined/,http://towo.net/mined/,,,"DOS, Win32 (Cygwin), *nix","GNU General Public License, Version 3",edit,,e63d665f235f6681b29a2fba3be819f3,2d541c379d19842273c841addb2e958ae1b42364dad377f05ceb3cc42400071b,,,,
mines,MiNES,0.96,2012-09-25,"MiNES, iNES ROM'ları için bir düzenleyicidir.",,,"iNES, düzenleyici",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mines.html,,,,DOS,"GNU General Public License, Version 3",emulator,,a62bf38dc7616684c1284096c9b38fc3,a7c58e470c75b737640dabde7fe4b20f23173110af9deed2da8c2ad837cb1d07,,,,
mirmagic,Mirror Magic,2.0.2,2013-12-07,'Deflektor' (C 64) veya 'Mindbender' (Amiga) gibi Arcade tarzı bir oyun.,,,,Holger Schemel,,artsoft.org/mirrormagic/,,,,"DOS, GNU/Linux, Windows","GNU General Public License, Version 2",games,,76bb077d7b39867e0d23ba733bf8c612,e19673a42f87e1b9c1aa69784535f08db9f3142e9457fb0e5f372d71c48f36cf,,,,
mirror,Mirror,0.2,1999-03-24,Olası veri kurtarma için diskle ilgili bilgileri kaydeder.,,,freedos,Brian E. Reifsnyder,"Brian E. Reifsnyder, reifsnyderb@mindspring.com",http://www.23cc.com/programs/,www.freedos.org,www.freedos.org,http://wiki.freedos.org/wiki/index.php/Mirror,dos,"GNU General Public License, Version 2",base,,b916dea5d082fcdec8fe92a9754e0559,9fd2131758a119ddd374687babc96d5434f0a1d999599d41922c56a57334078f,,,,
mkeyb,MKEYB,0.40,2004-03-17,"Çok küçük bir klavye sürücüsü, yerleşik olarak 500 ila 700 bayt.",,,freedos klavye,"Tom Ehlert, Email found at website",Tom Ehlert,www.drivesnapshot.de/freedos/mkeyb.htm,,www.drivesnapshot.de/freedos/mkeyb.zip,,DOS,"GNU General Public License, with exceptions",base,,131c356bb909317db93e06e8215980af,2aca837451d6ef10e56a0c0fe4c2b523b5f0ae2c63ce47bf2739799d309df364,,,,
mode,mode,2015-11-25,2016-02-27,Cihazlarınızın kipini ayarlayın,,,"freedos, kip, ekran","K. Heidenstrom <kheidens@actrix.gen.nz>, Eric Auer <eric@coli.uni-sb.de>",Eric Auer eric(#)coli.uni-sb.de,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mode.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/mode/,,http://wiki.freedos.org/wiki/index.php/Mode,DOS,"GNU General Public License, Version 2",base,,bd241fcee5c54218fca8ff1fc339defb,02dec6ac346d20323b8dabb78ac745ec938846a3f33be5eef90907cd2e127bff,,,,
more,more,4.3,2007-10-01,Herhangi bir metin dosyasının içeriğini sayfa sayfa görüntüler,,,"freedos, more",Jim Hall <jhall@freedos.org>,Imre <imre.leber@telenet.be>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/more.html,,http://www.isd.net/jhall1/freedos/utils.html,http://wiki.freedos.org/wiki/index.php/More,DOS *requires KITTEN,"GNU General Public License, Version 2",base,,687372186f9d472ba40297f0a6144a5c,ba87a83d12fd5efbfcf5b20b0c7403ed83ed8d81f5bf828990a0a0f2e043ea3f,,,,
move,Move,3.3a,2006-08-30,Dosyaları taşır,,,"freedos, move",Joe Cosentino <hardmarine@comcast.net>,Diego Rodriguez <dieymir@yahoo.es>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/move/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/move/,http://www.geocities.com/xsaintx69/freedos,,DOS,"GNU General Public License, Version 2",base,,615af869060c57d4ba42d517506b64db,927ccfddaf53e69935cf0c06b8bb6d8d77d401457aa817d34fb662409daa1e48,,,,
mplayer,MPlayer,1.0rc2,2013-02-01,"Mplayer, GNU/Linux'dan taşınmış bir film oynatıcıdır.",,,"çoklu ortam,video,çalar",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mplayer.html,,,,DOS,"GNU General Public License, Version 2",sound,,b691290e869ebaaf41abee952323ee96,b40178114f03f20d533312881b30f7d431e8a6c8d56291313100a5f77540f029,,,,
msedit,MSEDIT,0.11,2012-09-22,Mateusz'un Saucy (Şımarık) Düzenleyicisi,,,metin düzenleyici,Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/msedit.html,,,,DOS,"GNU General Public License, Version 2",edit,,cb7bf41ca963bac4273272d8d61de608,06902e0b485642af1afd6a31a556ca2c4628ef4d999c6bb06cc2e2828b91f12a,,,,
mtcp,mTCP,2013-04-26,2013-04-26,"16 bit DOS için TCP/IP araç koleksiyonu: DHCP, IRC, FTP, Telnet, Netcat, HTGet, Ping, SNTP",,,dos tcp/ip realmode dhcp ftp telnet htget irc ircjr netcat sntp ping açık kaynak 16 bit,Michael B. Brutman <mbbrutman _AT_ gmail.com>,Michael B. Brutman <mbbrutman _AT_ gmail.com>,http://code.google.com/p/mtcp/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/net/mtcp/,http://www.brutman.com/mTCP/,,DOS,"GNU General Public License, Version 3",net,,902b7b11bea32f24b249e0753521808a,0b6bafc58374e276f8f1b8c4654968b95cbbb2861536e10f642d1a99f9555091,,,,
nansi,Nansi,4.0d (2007may26),2007-05-26,DOS için bir ANSI sürücüsü,,,"freedos, nansi, ansi",Dan Kegel <dank@kegel.com>,Eric Auer <eric@CoLi.Uni-SB.DE>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/nansi.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/nansi/,http://www.kegel.com/,,dos,"GNU General Public License, Version 2",base,,f6e6b16c91a608eeb2c35595190ab69b,f75ee06ae9fd66a9a7bbcede1a8f9f3a3c79b874380374a777c6f4f92904c643,,,,
nasm,Nasm,2.13.03,2018-02-16,Netwide Assembler (UPX ile Sıkıştırılmış Sürüm),"Netwide Assembler yani NASM, taşınabilirlik ve modülarite için tasarlanmış bir 80x86 and x86-64 assembler 'dır. Linux ve *BSD a.out, ELF, COFF, Mach-O, 16 bit ve 32 bit OBJ (OMF) biçimi, Win32 ve Win64 gibi çeşitli nesne dosya biçimlerini destekler. Ayrıca, düz ikili dosyalar, Intel hex ve Motorola S-Record biçimlerinde çıktı yapabilir. Sözdizimi, Intel Yazılım Geliştirici El Kitabı'ndaki sözdizimine benzeyen basit ve anlaşılması kolay olacak şekilde tasarlanmıştır. Bilinen tüm x86 mimari uzantılarını destekler ve makrolar için güçlü desteğe sahiptir.",,"nasm, asm, assembler, assembly",Peter Anvin and others,Peter Anvin,http://www.nasm.us/,,,,DOS,Simplified (2-Clause) BSD License,devel,,4dff34f1f1f5c7ebd94f825dbc84b141,2a0d1535323454ddc629ffbdd4c48c21d02ae2a0eb378e21dde95507b84d0d7b,,,,
nethack,NetHack,3.4.3,2013-12-11,Tek oyunculu zindan keşfi oyunu.,,,,"Stichting Mathematisch Centrum, M. Stephenson",,http://www.nethack.org/,,,,"DOS, Windows, GNU/Linux, OS/2, Mac, Amiga, Atari",NetHack General Public License,games,,cdf543dd4487c6dc24d707f0e69c7837,55a54c50a96b73138ec5847f0378b341966f657522acf57d78b036bc33b54e86,,,,
newsnuz,NewSNUZ,0.98,2015-05-28,WaTCP temelli Usenet (NNTP) okuyucusu,,,"nntp,usenet",Doug MacDonald,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/newsnuz.html,,,,DOS,Public Domain,net,,76ef7ae47de34d5adcf46789ab5046f0,547cb2e18049c74a5fad69340e659aec3cf73fb89e3354ad57cd7394bf8e2ba0,,,,
nge_nibb,NGE Nibbles,0.1.0,2013-07-17,Eski bir arcade oyunu olan Nibbles'ın bir klonu.,,,nibbles,Andrea Fazzi,,,,http://nge.sourceforge.net/,,"DOS, FreeDOS","GNU General Public License, Version 2",games,,307f7142b0ca19081c920886f53bb4fc,d1cdef6b013b1904b618d11b804038ed4f7f0d2736246c8408b6730817dd21a0,,,,
nlsfunc,NLSFunc,0.4,2006-08-22,"NLSFUNC, NLS (Milli Dil Desteği) işlevini ekler",,,"freedos, nls, ülke, ekran, kip",Eduardo Casino-Almao <mail@eduardocasino.es>,Eduardo Casino-Almao <mail@eduardocasino.es>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/nlsfunc/nlsfn04x.zip,,,,DOS (nasm),"GNU General Public License, Version 2",base,,4d8a0c7d6bff3dae4a53bf97bf12c2b1,5b62b6d6c77fc77e5d31e354c9ec41e9232fe084e9c9d202631dba218ed514ad,,,,
nosefart,Nosefart,1.92,2012-09-22,NSF çalıcı (NES müzik çalıcı),,,,Matthew Conte,,,,http://www.baisoku.org/,,DOS,"GNU General Public License, Version 2",emulator,,023964e49a2001b704a34fbf94a58c49,40b0a19c5756c8056b49a5887400f219645661638c3bc876f21c10dd047791de,,,,
nro,nro,1.2,1997-01-26,UNIX üzerinde nroff'a benzer bir metin işleyicisi,,,"nroff, roff, nro, micro-c",Steffen Kaiser (steffen.kaiser _AT_ fh-rhein-sieg.de),Steffen Kaiser (steffen.kaiser _AT_ fh-rhein-sieg.de),http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#nro,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#nro,,"FreeDOS, DOS (Micro-C)",Public Domain,util,,2a89af725d14bbba6fe2a8a724e82acc,744cd2f63a36ad3e73c0f6146ce10126da8b3c8e7541668ddd6c42fea0776e7f,,,,
ntfs,NTFS,30Mar2001,2009-02-22,NTFS bölümlere erişimi etkinleştirir,,,"ntfs, bölüm, dosya, erişim",Christophe GRENIER,Christophe GRENIER,http://www.cgsecurity.org/wiki/Chntpw_for_Dos,,http://www.cgsecurity.org/wiki/Chntpw_for_Dos,,DOS,"GNU General Public License, Version 2",util,,0613311b87496234acf265daf06c1df0,a13641c8514e64de43925e097bd5b4d5d5f7ba418d22c584dc50299efb513fbe,,,,
ntool,NTOOL,1.5,2013-02-01,"NTOOL, WatTCP katmanına dayanan ünlü bir program olan NETCAT'in başka bir cisimleşmesidir.",,,"ntool,netcat",Joergen Hoffmann,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ntool.html,http://www.bttr-software.de/products/jhoffmann/,,,DOS,EUPL v1.1,net,,4fb6dfac3c73181593a385b9b187abb8,9d6b87432b127888cf7e7d1fb98bce873972f230afc93b6cdc640e65664c6e10,,,,
opencp,OpenCubic Player,2.6.0pre6,2015-06-23,"OpenCubic Player, çoklu biçimli (mp3, wav, mid...) bir müzik çalardır",,,çalar,"Niklas Beisert,Felix Domke,Fabian Giesen,Tammo Hinrichs,Dirk Jagdmann",,,,http://www.cubic.org/player,,DOS,"GNU General Public License, Version 2",sound,,e00cba7eb243b7d1b1b9f3f56137c3c7,13556a138160d5b3d3f4781faeb296f96de654b3a72b13982aec5a14c185eb3e,,,,
opengem,OpenGEM desktop,6,2012-09-25,Grafik masaüstü yöneticisi. Çeşitli grafik uygulamalar içerir.,,,"atari, gem, opengem, masaüstü",DRI,Shane Coughlan (shane@shaneland.co.uk),http://gem.shaneland.co.uk,http://gem.shaneland.co.uk,,,DOS,"GNU General Public License, Version 2",util,,60aef3d5a6bdeb10ee5cc7fb608abc9c,7f3bd8e8c489c213a951085ae57491260eccf077a1bae60527dd6c8ce77ede02,,,,
ospedit,OSPlus Text Editor,2.1.1,2017-05-05,DOS için arkadaş canlısı bir metin düzenleyicisi.,OSPlus Metin Düzenleyicisi: DOS için kullanıcıya yakın bir metin düzenleyicisi. Gerçek kip ve Korumalı kip (DJGPP) sürümlerini içerir.,,"metin, düzenleyici, dos, rtf, txt, wri",Owen Rudge <orudge _AT_ freeuk.com>,Owen Rudge <orudge _AT_ freeuk.com>,,,http://osplus.sourceforge.net/,,"DOS (Borland C++ 4.51, DJGPP), FreeDOS","GNU General Public License, Version 2",edit,,2e5a985719598da715dd1e7cb6ed0cee,d6f71523d6dd09eb1b3f8815589d807e74cbd74b94e8be1ede1d1cabb9efb8e0,,,,
ospimg,OSPlus Disk Imager,1.4,2017-05-05,Disket kalıpları okumak ve yazmak için bir yardımcı program,"OSPlus Disk Imager, disketleri okumanızı ve sabit diskinizde kalıplarını oluşturmanızı sağlayan bir yardımcı programdır. Bunlar daha sonra bir CD'ye yazılabilir, sıkıştırılabilir ve e-posta ile gönderilebilir veya İnternet'e yüklenebilir. Disk Imager, ayrıca bu kalıpları bir diskete geri yazmanızı sağlar. Bir kalıp  yazarken disketteki mevcut verilerin YOK OLACAKLARINI unutmayın.",,"disk, kalıp",Owen Rudge <orudge _AT_ freeuk.com>,Owen Rudge <orudge _AT_ freeuk.com>,,,http://osplus.sourceforge.net/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,cf1e1552ffd6da24522b66fc3b5020f4,b3e6f082348ab501b0a36f171388ecaf7f13d775179958f7171e48cf7ce89fd5,,,,
ow,Open Watcom C Compiler,1.9a,2014-07-27,Open Watcom C/C++ derleyici,,,"watcom, c, derleyici",,,http://www.openwatcom.org,,http://www.openwatcom.org,,DOS,"Sybase Open Watcom Public License, Version 1.0",devel,,31d877a2b2565e607ffa9b3913f0aa23,01bd05d3b24a95e77a677875971bf63801f3df7fe0417253e608b33272bcae99,,,,
ozonegui,oZone GUI,0.5.3.0,2012-09-25,oZone Masaüstü ortamı,,,"freedos, ozone, gui","Point Mad, Lukas Lipka",,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ozonegui.html,https://sourceforge.net/projects/ozonegui/files/,,,DOS,GNU GPLv2 and LGPLv2.1,util,,d054c8c395cae9a8aa37590238d949fe,924d0dfe015c2535037f5d0e3deba1bb10db935352817137b5384aa97337c188,,,,
p7zip,7-ZIP,4.65,2012-09-25,"p7zip, 7za.exe'nin (7zip'in komut satırı sürümü) bir taşımasıdır. 7-Zip, en yüksek sıkıştırma oranına sahip dosya arşivleme yazılımıdır.",,,"7zip, p7zip, sıkıştırma, zip, unzip, arj",Igor Pavlov,Igor Pavlov,http://sourceforge.net/projects/p7zip,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/7zip/,http://www.7-zip.org/,,DOS,"GNU Lesser General Public License, Version 2.1",archiver,,2f2fbc12a571fc09e839f1d38537c1c2,ee8d4caeb7826aa8dbad0b08a204e4998fc67102b9664f016d3c14eeec0e304e,,,,
paint2,powerpaint,2,2013-03-15,"Güzel bir grafik boyama programı. 1998 senesinde yapılmıştır. paint1 dosya türünü ve diğer iki türü destekler. Grafik: 13h kipi, fare gerektirir.",,,"boya, grafik",Yotam Madem (yotammadem _AT_ hotmail.com),Yotam Madem (yotammadem _AT_ hotmail.com),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,,http://www.geocities.com/yotam_madem_software/paint2.html,,DOS (Pascal),"GNU General Public License, Version 2",util,,b6747448cb8d67e66e9979f9e5acabf4,361fc4494175de60fe7b7a6310787254489fa3cbddae554a3736357189ae303f,,,,
pakupaku,Paku Paku,1.6,2012-09-21,Sadece metin kipini kullanan bir Pacman klonu.,,,,Jason M. Knight,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pakupaku.html,,,,,Public Domain,games,,a9be5adf3e34e77b3f8e009efb88d36f,7602b6e2ce22613bf4ce3130cc3ed98d1af7d827b352528f83ac3c27bd66edb1,,,,
part,Ranish Partition Manager,2.37,2009-02-22,"Bölüm Yöneticisi, MBR (önyükleme sektörünü) kaydedebilir ve geri getirebilir", Disk bölümleri oluşturun veya silin, View hard disks' IDE information,FAT-16 ve FAT-32 dosya sistemlerini biçimlendirme ve yeniden boyutlandırma, Comes with Advanced Boot Managers.,,,"disk, partition, manager, ranish, fdisk, format",Mikhail Ranish ranish -at- intercom.com,Mikhail Ranish ranish -at- intercom.com,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/part.html,,http://www.ranish.com/part/,,"DOS, FreeDOS",Public Domain,util,,e3702d0dfeaab525c788cd32c56c3bf6,471ea6d551af897915c05b73118f6c18c3b95e12f3fe87379a06f19568f48dc8
password,FreeDOS Password,0.50,2005-04-05,Parola programı -- Bilgisayarınızı yabancıların erişiminden korur,,,"freedos, parola, giriş, kullanıcı",Mateusz Viste <mateusz (#) viste-family.net>,Mateusz Viste <mateusz (#) viste-family.net>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/password.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2.1",util,,3de989bd2a6e922bfcefa27601339e96,241291c9fb133edd7ccf817b750e284799aa454dd2104e9ad605b8f3aaa75c81,,,,
pbox,PasswordBox,0.11,2013-07-18,"Konsol kipinde, AES şifreli depolamayı kullanan bir parola yöneticisi",,,"parola,yönetici",Mateusz Viste,Mateusz Viste,http://sourceforge.net/projects/passwbox/,,,,DOS,"GNU General Public License, Version 3",util,,89d5b233a48b1ea50b6fa138f35c75d2,deb45826de3953fa8f006a485cc05ee619373d65cc947f475300b84d7a64dc7b,,,,
pcisleep,PCISLEEP,12 mar 2005,2009-02-15,"PCISLEEP, PCI kartlarını listeler ve uykuya alır.",,,"PCISleep, pci, card, vga, bekleme, liste",Eric Auer,Eric Auer,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pcisleep.html,,,,DOS,"GNU General Public License, Version 2",util,,f75f113addd3c3871e0a962b2a02682d,4ad400c68b106719c2feb57c2abf3572369fe2246be178f47bb36ae0fdfda905,,,,
pdtree,pdTree,1.02-1,2004-05-22,"Bir sürücü veya yolun dizin yapısını grafik olarak görüntüler. Uzun dosya isimlerini LFN API'sı bulunuyorsa destekler, cats kullanarak mesaj kataloglarını (değişik dilleri) destekler ve hem Windows NT/9x hem de DOS'u destekler.",,Removed extraneous package metadata to prevent conflict with DU package.,"ağaç, FreeDOS, DOS, Win32",Kenneth J. Davis <jeremyd@computer.org>,Kenneth J. Davis <jeremyd@computer.org>,http://www.darklogic.org/fdos/ftp/tree/,,http://www.darklogic.org/fdos/ftp/tree/,,"DOS (TC30, BC31), Win32 (VC5, BCC55)",Public Domain (optional use of LGPL catgets by Jim Hall),util,,b23d409e59a76f8e449765629b487013,a92b67d2d4800e90e9ab77767570ef7f1d32482d35b0a17008c3fd5a8c53a279,,,,
perl,Perl,5.8.8,2013-08-17,"perl, C, sed, awk ve kabuğun bazı özelliklerini birleştiren bir dildir",,,perl,,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/perl.html,,,,DOS,GNU General Public License,devel,,c9a98a5f9ec3bd0fce9c1b3d97e8b8ee,6c6f5191d2b4d3f428805d20c3bce35cd42f9e6c324a2ffd643271ef77046e08,,,,
pgme,Program Manager Eternity,2015-07-26,2015-12-27,DOS için tamamen özelleştirilebilir çoklu menü uygulama başlatıcısı. Ayrıca Font Designer (Yazıtipi Tasarımcısı) ve diğer birkaç yardımcı program içerir. (Fare gerektirir),,,dos başlat pgm pgme efntdsgn menü kiosk 16 bit,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,http://sourceforge.net/projects/pgme/,,http://up.lod.bz/PGME/,,DOS,"GNU General Public License, Version 2",util,,6d42b4bba11c93d88819a9f36e8940a4,4c0bea2ee8503d03bf1ae496245896024bfe590a1a0b079d525715b06f61909d,,,,
pg,PG (PaGer),1.16,2007-11-27,Bir metin dosyasının içeriğini sayfa sayfa görüntüler,,,"sayfa, pg, metin, metin göster",bearheart -at- bearnet.com,freedos_pg -at- yahoo.com.hk Lo Hung Che http://johnson.tmfc.net/dos/pg.html,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pg.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/pg/,,,"DOS + Turbo C + Nasm, FreeDOS","GNU General Public License, Version 2",util,,e90870ded1ce927eb45d7b7182a4783c,e37a766817800dd0a725d71cea0e17da48deedca40e5260256aee0523a1728a2,,,,
picosntp,picoSNTP,0.9.1,2016-04-11,DOS için picoTCP temelli SNTP istemcisi,,,"NTP, SNTP",Mateusz Viste,,http://picosntp.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",net,,2bb528904f175e0764964397b3e77a04,7b10186b812a3f36dc0458303dac7a57f0911b1fa5bc69c2e516429087a227d9,,,,
picotcp,picoTCP,20151119,2015-11-29,picoTCP ağ katmanı (kütüphane ve yapılandırma araçları),,,,Mateusz Viste,,http://picotcp4dos.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",net,,b93e67056ccde0d9eaa4a78c76cbb381,ee1a1faaa3feb4ff151615334d58771cd40d1cdd421f395a6cdd398016f11c52,,,,
pico,Pico,3.96,2013-08-17,Pine Composer tarzı sade bir metin düzenleyicisi ,,,düzenleyici,"Michael Seibel, Laurence Lundblade",,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pico.html,,,,DOS,GNU General Public License,edit,,8565657cd55ebea9a9235bc686c55a7a,e58fa7a6b86ae2031b4d2935a2e12ecb065890fb70d64b2841c9a3350968abe7,,,,
ping,ping,2.2,2013-06-23,"Ping internet tanı aracı. Bu sürüm, Watt-32 v2.2 paketinden çıkarılmıştır.",,,ping,Erick Engelke,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ping.html,,,,FreeDOS,GNU General Public License,net,,43a480ed5a625497e2c7582206a1e336,c4aa6084bf1f8cb86bc52b8b8de155a2de8b907186c70edd574255e66a36654e,,,,
pngcrush,pngcrush,1.7.66,2013-07-17,PNG sıkıştırma/iyileştirme aracı,,,png sıkıştırma,Glenn Randers-Pehrson,,,,http://pmt.sourceforge.net/,,DOS,zlib/libpng License,util,,83b1abe22f072cc421b2d086a40248f0,8781a37b9b69dae8053fe8060a3e09563bf1238954f441308d6b508cb1a0e54a,,,,
print,PRINT,1.02.ea,2008-12-12,Başka şeyler yaparken dosyaları arka planda yazdırın.,,,"yazdır, spool, lpr",James Tabor <jimtabor -AT- infohwy.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/print/,,,http://wiki.freedos.org/wiki/index.php/Print,"DOS, FreeDOS","GNU General Public License, Version 2",base,,d1460eb869a474a86a120add6a658645,7ac6220a40f33943c430c98ad8dfdeaf8b539edbeef02760243f4df80d2d3746,,,,
