id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions,,,
lzip,Lzip,1.9,2013-02-01,LZMA algoritmasç temelli bir veri sçkçütçrçcçsç.,,,"command.com, kabuk, etkileüimli",Antonio Diaz Diaz,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lzip.html,,,,DOS,"GNU General Public License, Version 3",archiver,,e852aab83efc0fb807a4f71a3848d8c8,224a43494e7adb6ec8a2074037da0e4e37c121a219987272440530d8e1adfecf,,,,
lzma,LZMA Utils,4.32.7,2008-12-09,.lzma ile sçkçütçrçlmçü dosyalarla áalçüçr (7-zip'ten farklçdçr),,,lzma,Stuart Caie <kyzer@4u.net>,Stuart Caie <kyzer@4u.net>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file,,http://tukaani.org/lzma/,,"DOS/DJGPP, Unix, Windows","GNU General Public License, Version 2",archiver,,5c108393b612eb4a629441cba6d6e2ad,f12f446dfdb2b8d3d9cd093b8494bfce86f98f59abccdd9b6105324256ce6924,,,,
lzop,lzop,0.96,2013-08-17,Sçkçütçrma oranç yerine hçza încelik veren gzip'e benzeyen bir sçkçütçrçcç,,,"lzop, sçkçütçrma",Markus Oberhumer,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/lzop.html,,,,DOS,"GNU General Public License, Version 2",archiver,,c70f826e41f41f70bdf8b82691a3fa19,6fead55a0b3757acbc05e333384d3aad2c5021fddfe9fdb3b92870f097fc17bb,,,,
m2wat,M2WAT,0.1,2016-07-18,Ayarlarç MTCP.CFG dosyasçndan WATTCP.CFG dosyasçna aktaran yardçmcç program.,,,"mTCP, WATTCP, DHCP",cordata02@aol.com,my.green@mailbox.org,https://github.com/ulrich-hansen/M2WAT,https://github.com/ulrich-hansen/M2WAT,https://github.com/ulrich-hansen/M2WAT,,"DOS (Borland C 3.1, DJGPP 2.03)","GNU General Public License, Version 2 or later",net,,3848727d46712c9c2c2522b7be582a26,3fda148cbee75641f6be47b00f8f6538a4598a3de4cbf002d813e3e768a903d6,,,,
magnetic,Magnetic,2.3,2013-12-11,Magnetic Scrolls maceralarç iáin bir yorumlayçcç.,,,,Niclas Karlsson,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/magnetic.html,,,,"DOS, Amiga, MacOS X, Java, Maemo5, OpenPandora, Windows, GNU/Linux","GNU General Public License, Version 2",games,,7678f37aa11efa0672f97a4518e2aba1,e4b38cf19ee4333b398f38d179ab5d504090dec0665e2c58015e1fd124c523ec,,,,
mbedit,mbedit - Multi platform editor,8.64,2013-02-07,"mbedit, macro seáeneßi, hesap makinesi, komut tariháesi arabelleßi, onaltçlç dÅzenleyici ve fazlasçnç iáeren tam ekran bir metin dÅzenleyicisidir.",,,"dÅzenleyici,onaltçlç",Michael Braun,,,,http://www.braun-home.net/michael/,,DOS,"GNU General Public License, Version 2",edit,,a9e4dae53d59ba776dce50c5891c53b1,cc164787592854a327fb961b004936f3136c815fb509dc800a3eb9b33060cbc5,,,,
md5sum,MD5SUM,3.0,2005-11-21,MD5 saßlama hesaplayçcçsç,,,"md5, md5sum, saßlama, checksummer, üifrelenmiü, sha, crc",Colin Plumb,Blair Campbell <Blairdude AT gmail DOT com>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/,,"DOS, OpenWatcom 1.3, Pacific C 7.51, Turbo C 2.01, Turbo C++ 1.01","GNU General Public License, Version 2",util,,362539eb9a21abf29e8debb70a3c0bba,feace16efbd88f851ee500a68608793d334188907796c9f27e24dfe0e326fa84,,,,
meka,MEKA,0.70,2012-09-25,"MEKA, áoklu bir makine îykÅnÅmcÅsÅdÅr.",,,"meka, îykÅnÅm, emÅlatîr",Omar Cornut,,,,http://www.smspower.org/meka/,,DOS,"BSD-like license, see website",emulator,,4d55e59803a3f9d18fbb65498b5fd23d,c024100e2b7eac07cdcb5d50e5f914dda21f59c388a3c5e9719cc60986e353e2,,,,
memteste,MEMTESTE,2003,2016-04-28,"MEMTESTE, Intel 386 veya daha gÅálÅ yongalar Åzerine kurulu PC uyumlu bilgisayarlarçn DRAM (ana belleßini) denemek iáin bir programdçr.",,,"RAM test, memtest",Eric Auer 2003,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/memteste.html,,,,DOS,Freeware,util,,d5207aca141562fe167667f687cbfeb7,d218a96f42b6ae0cd7be2988806cffec7dfe1ae67485668dc95d3e63465d5190,,,,
mem,MEM,1.11,2007-11-30,Sisteminizdeki kullançlan ve boü bellek miktarçnç gîrÅntÅler,,,"Bellek, mem, xms, ems, umb, hma",Joe Cosentino <jayc17@mediaone.net>,Bart Oldeman <bartoldeman@users.sourceforge.net>,http://www.freedos.org,,,http://wiki.freedos.org/wiki/index.php/Mem,FreeDOS,"GNU General Public License, Version 2",base,,f9a1f0a34a2a8765d94ef3409ff2074a,da3dfd89f951c8c1421697285f9423a118d4077945ac479a0e3ed6e44cf46022,,,,
mined,MinEd,2015.25,2017-05-05,"Kapsamlç Unicode ve CJK desteßi iáeren metin dÅzenleyicisi. DÅz metin belgeleri, programlar, HTML vs. dÅzenleme iáin kullançülç ve verimli îzellikler. Kullançcç dostu arayÅz, fare ile kontrol ve menÅler iáerir.","Mined, gÅálÅ bir metin dÅzenleyicisidir. Mined, (otomatik algçlama îzellikleri ve terminal deßiüikliklerinin otomatik yînetimi veya Han karakter bilgisi gibi) dißer dÅzenleyicilerin farkçnda olmadçßç îzel durumlarç kapsayan hem geniü Unicode hem de CJK desteßi sunar. Mined, Unicode'u dÅz metin terminalinde (xterm veya rxvt gibi) destekleyen ilk dÅzenleyici olmuütur.",,"dÅzenle, dÅzenleyici, unicode, kod sayfasç, kodlama","Michiel Huisjes (Minix), Achim M?ller (UNIX), Thomas Wolff <mined -at- towo.net>",Thomas Wolff <mined -at- towo.net>,http://sourceforge.net/projects/mined/,http://towo.net/mined/,,,"DOS, Win32 (Cygwin), *nix","GNU General Public License, Version 3",edit,,e63d665f235f6681b29a2fba3be819f3,2d541c379d19842273c841addb2e958ae1b42364dad377f05ceb3cc42400071b,,,,
mines,MiNES,0.96,2012-09-25,"MiNES, iNES ROM'larç iáin bir dÅzenleyicidir.",,,"iNES, dÅzenleyici",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mines.html,,,,DOS,"GNU General Public License, Version 3",emulator,,a62bf38dc7616684c1284096c9b38fc3,a7c58e470c75b737640dabde7fe4b20f23173110af9deed2da8c2ad837cb1d07,,,,
mirmagic,Mirror Magic,2.0.2,2013-12-07,'Deflektor' (C 64) veya 'Mindbender' (Amiga) gibi Arcade tarzç bir oyun.,,,,Holger Schemel,,artsoft.org/mirrormagic/,,,,"DOS, GNU/Linux, Windows","GNU General Public License, Version 2",games,,76bb077d7b39867e0d23ba733bf8c612,e19673a42f87e1b9c1aa69784535f08db9f3142e9457fb0e5f372d71c48f36cf,,,,
mirror,Mirror,0.2,1999-03-24,Olasç veri kurtarma iáin diskle ilgili bilgileri kaydeder.,,,freedos,Brian E. Reifsnyder,"Brian E. Reifsnyder, reifsnyderb@mindspring.com",http://www.23cc.com/programs/,www.freedos.org,www.freedos.org,http://wiki.freedos.org/wiki/index.php/Mirror,dos,"GNU General Public License, Version 2",base,,b916dea5d082fcdec8fe92a9754e0559,9fd2131758a119ddd374687babc96d5434f0a1d999599d41922c56a57334078f,,,,
mkeyb,MKEYB,0.40,2004-03-17,"Äok kÅáÅk bir klavye sÅrÅcÅsÅ, yerleüik olarak 500 ila 700 bayt.",,,freedos klavye,"Tom Ehlert, Email found at website",Tom Ehlert,www.drivesnapshot.de/freedos/mkeyb.htm,,www.drivesnapshot.de/freedos/mkeyb.zip,,DOS,"GNU General Public License, with exceptions",base,,131c356bb909317db93e06e8215980af,2aca837451d6ef10e56a0c0fe4c2b523b5f0ae2c63ce47bf2739799d309df364,,,,
mode,mode,2015-11-25,2016-02-27,Cihazlarçnçzçn kipini ayarlayçn,,,"freedos, kip, ekran","K. Heidenstrom <kheidens@actrix.gen.nz>, Eric Auer <eric@coli.uni-sb.de>",Eric Auer eric(#)coli.uni-sb.de,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mode.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/mode/,,http://wiki.freedos.org/wiki/index.php/Mode,DOS,"GNU General Public License, Version 2",base,,bd241fcee5c54218fca8ff1fc339defb,02dec6ac346d20323b8dabb78ac745ec938846a3f33be5eef90907cd2e127bff,,,,
more,more,4.3,2007-10-01,Herhangi bir metin dosyasçnçn iáerißini sayfa sayfa gîrÅntÅler,,,"freedos, more",Jim Hall <jhall@freedos.org>,Imre <imre.leber@telenet.be>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/more.html,,http://www.isd.net/jhall1/freedos/utils.html,http://wiki.freedos.org/wiki/index.php/More,DOS *requires KITTEN,"GNU General Public License, Version 2",base,,687372186f9d472ba40297f0a6144a5c,ba87a83d12fd5efbfcf5b20b0c7403ed83ed8d81f5bf828990a0a0f2e043ea3f,,,,
move,Move,3.3a,2006-08-30,Dosyalarç taüçr,,,"freedos, move",Joe Cosentino <hardmarine@comcast.net>,Diego Rodriguez <dieymir@yahoo.es>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/move/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/move/,http://www.geocities.com/xsaintx69/freedos,,DOS,"GNU General Public License, Version 2",base,,615af869060c57d4ba42d517506b64db,927ccfddaf53e69935cf0c06b8bb6d8d77d401457aa817d34fb662409daa1e48,,,,
mplayer,MPlayer,1.0rc2,2013-02-01,"Mplayer, GNU/Linux'dan taüçnmçü bir film oynatçcçdçr.",,,"áoklu ortam,video,áalar",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/mplayer.html,,,,DOS,"GNU General Public License, Version 2",sound,,b691290e869ebaaf41abee952323ee96,b40178114f03f20d533312881b30f7d431e8a6c8d56291313100a5f77540f029,,,,
msedit,MSEDIT,0.11,2012-09-22,Mateusz'un Saucy (ûçmarçk) DÅzenleyicisi,,,metin dÅzenleyici,Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/msedit.html,,,,DOS,"GNU General Public License, Version 2",edit,,cb7bf41ca963bac4273272d8d61de608,06902e0b485642af1afd6a31a556ca2c4628ef4d999c6bb06cc2e2828b91f12a,,,,
mtcp,mTCP,2013-04-26,2013-04-26,"16 bit DOS iáin TCP/IP araá koleksiyonu: DHCP, IRC, FTP, Telnet, Netcat, HTGet, Ping, SNTP",,,dos tcp/ip realmode dhcp ftp telnet htget irc ircjr netcat sntp ping aáçk kaynak 16 bit,Michael B. Brutman <mbbrutman _AT_ gmail.com>,Michael B. Brutman <mbbrutman _AT_ gmail.com>,http://code.google.com/p/mtcp/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/net/mtcp/,http://www.brutman.com/mTCP/,,DOS,"GNU General Public License, Version 3",net,,902b7b11bea32f24b249e0753521808a,0b6bafc58374e276f8f1b8c4654968b95cbbb2861536e10f642d1a99f9555091,,,,
nansi,Nansi,4.0d (2007may26),2007-05-26,DOS iáin bir ANSI sÅrÅcÅsÅ,,,"freedos, nansi, ansi",Dan Kegel <dank@kegel.com>,Eric Auer <eric@CoLi.Uni-SB.DE>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/nansi.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/nansi/,http://www.kegel.com/,,dos,"GNU General Public License, Version 2",base,,f6e6b16c91a608eeb2c35595190ab69b,f75ee06ae9fd66a9a7bbcede1a8f9f3a3c79b874380374a777c6f4f92904c643,,,,
nasm,Nasm,2.13.03,2018-02-16,Netwide Assembler (UPX ile Sçkçütçrçlmçü SÅrÅm),"Netwide Assembler yani NASM, taüçnabilirlik ve modÅlarite iáin tasarlanmçü bir 80x86 and x86-64 assembler 'dçr. Linux ve *BSD a.out, ELF, COFF, Mach-O, 16 bit ve 32 bit OBJ (OMF) biáimi, Win32 ve Win64 gibi áeüitli nesne dosya biáimlerini destekler. Ayrçca, dÅz ikili dosyalar, Intel hex ve Motorola S-Record biáimlerinde áçktç yapabilir. Sîzdizimi, Intel Yazçlçm Geliütirici El Kitabç'ndaki sîzdizimine benzeyen basit ve anlaüçlmasç kolay olacak üekilde tasarlanmçütçr. Bilinen tÅm x86 mimari uzantçlarçnç destekler ve makrolar iáin gÅálÅ desteße sahiptir.",,"nasm, asm, assembler, assembly",Peter Anvin and others,Peter Anvin,http://www.nasm.us/,,,,DOS,Simplified (2-Clause) BSD License,devel,,4dff34f1f1f5c7ebd94f825dbc84b141,2a0d1535323454ddc629ffbdd4c48c21d02ae2a0eb378e21dde95507b84d0d7b,,,,
nethack,NetHack,3.4.3,2013-12-11,Tek oyunculu zindan keüfi oyunu.,,,,"Stichting Mathematisch Centrum, M. Stephenson",,http://www.nethack.org/,,,,"DOS, Windows, GNU/Linux, OS/2, Mac, Amiga, Atari",NetHack General Public License,games,,cdf543dd4487c6dc24d707f0e69c7837,55a54c50a96b73138ec5847f0378b341966f657522acf57d78b036bc33b54e86,,,,
newsnuz,NewSNUZ,0.98,2015-05-28,WaTCP temelli Usenet (NNTP) okuyucusu,,,"nntp,usenet",Doug MacDonald,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/newsnuz.html,,,,DOS,Public Domain,net,,76ef7ae47de34d5adcf46789ab5046f0,547cb2e18049c74a5fad69340e659aec3cf73fb89e3354ad57cd7394bf8e2ba0,,,,
nge_nibb,NGE Nibbles,0.1.0,2013-07-17,Eski bir arcade oyunu olan Nibbles'çn bir klonu.,,,nibbles,Andrea Fazzi,,,,http://nge.sourceforge.net/,,"DOS, FreeDOS","GNU General Public License, Version 2",games,,307f7142b0ca19081c920886f53bb4fc,d1cdef6b013b1904b618d11b804038ed4f7f0d2736246c8408b6730817dd21a0,,,,
nlsfunc,NLSFunc,0.4,2006-08-22,"NLSFUNC, NLS (Milli Dil Desteßi) iülevini ekler",,,"freedos, nls, Ålke, ekran, kip",Eduardo Casino-Almao <mail@eduardocasino.es>,Eduardo Casino-Almao <mail@eduardocasino.es>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/nlsfunc/nlsfn04x.zip,,,,DOS (nasm),"GNU General Public License, Version 2",base,,4d8a0c7d6bff3dae4a53bf97bf12c2b1,5b62b6d6c77fc77e5d31e354c9ec41e9232fe084e9c9d202631dba218ed514ad,,,,
nosefart,Nosefart,1.92,2012-09-22,NSF áalçcç (NES mÅzik áalçcç),,,,Matthew Conte,,,,http://www.baisoku.org/,,DOS,"GNU General Public License, Version 2",emulator,,023964e49a2001b704a34fbf94a58c49,40b0a19c5756c8056b49a5887400f219645661638c3bc876f21c10dd047791de,,,,
nro,nro,1.2,1997-01-26,UNIX Åzerinde nroff'a benzer bir metin iüleyicisi,,,"nroff, roff, nro, micro-c",Steffen Kaiser (steffen.kaiser _AT_ fh-rhein-sieg.de),Steffen Kaiser (steffen.kaiser _AT_ fh-rhein-sieg.de),http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#nro,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,http://www2.inf.fh-rhein-sieg.de/~skaise2a/ska/sources.html#nro,,"FreeDOS, DOS (Micro-C)",Public Domain,util,,2a89af725d14bbba6fe2a8a724e82acc,744cd2f63a36ad3e73c0f6146ce10126da8b3c8e7541668ddd6c42fea0776e7f,,,,
ntfs,NTFS,30Mar2001,2009-02-22,NTFS bîlÅmlere eriüimi etkinleütirir,,,"ntfs, bîlÅm, dosya, eriüim",Christophe GRENIER,Christophe GRENIER,http://www.cgsecurity.org/wiki/Chntpw_for_Dos,,http://www.cgsecurity.org/wiki/Chntpw_for_Dos,,DOS,"GNU General Public License, Version 2",util,,0613311b87496234acf265daf06c1df0,a13641c8514e64de43925e097bd5b4d5d5f7ba418d22c584dc50299efb513fbe,,,,
ntool,NTOOL,1.5,2013-02-01,"NTOOL, WatTCP katmançna dayanan ÅnlÅ bir program olan NETCAT'in baüka bir cisimleümesidir.",,,"ntool,netcat",Joergen Hoffmann,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ntool.html,http://www.bttr-software.de/products/jhoffmann/,,,DOS,EUPL v1.1,net,,4fb6dfac3c73181593a385b9b187abb8,9d6b87432b127888cf7e7d1fb98bce873972f230afc93b6cdc640e65664c6e10,,,,
opencp,OpenCubic Player,2.6.0pre6,2015-06-23,"OpenCubic Player, áoklu biáimli (mp3, wav, mid...) bir mÅzik áalardçr",,,áalar,"Niklas Beisert,Felix Domke,Fabian Giesen,Tammo Hinrichs,Dirk Jagdmann",,,,http://www.cubic.org/player,,DOS,"GNU General Public License, Version 2",sound,,e00cba7eb243b7d1b1b9f3f56137c3c7,13556a138160d5b3d3f4781faeb296f96de654b3a72b13982aec5a14c185eb3e,,,,
opengem,OpenGEM desktop,6,2012-09-25,Grafik masaÅstÅ yîneticisi. Äeüitli grafik uygulamalar iáerir.,,,"atari, gem, opengem, masaÅstÅ",DRI,Shane Coughlan (shane@shaneland.co.uk),http://gem.shaneland.co.uk,http://gem.shaneland.co.uk,,,DOS,"GNU General Public License, Version 2",util,,60aef3d5a6bdeb10ee5cc7fb608abc9c,7f3bd8e8c489c213a951085ae57491260eccf077a1bae60527dd6c8ce77ede02,,,,
ospedit,OSPlus Text Editor,2.1.1,2017-05-05,DOS iáin arkadaü canlçsç bir metin dÅzenleyicisi.,OSPlus Metin DÅzenleyicisi: DOS iáin kullançcçya yakçn bir metin dÅzenleyicisi. Geráek kip ve Korumalç kip (DJGPP) sÅrÅmlerini iáerir.,,"metin, dÅzenleyici, dos, rtf, txt, wri",Owen Rudge <orudge _AT_ freeuk.com>,Owen Rudge <orudge _AT_ freeuk.com>,,,http://osplus.sourceforge.net/,,"DOS (Borland C++ 4.51, DJGPP), FreeDOS","GNU General Public License, Version 2",edit,,2e5a985719598da715dd1e7cb6ed0cee,d6f71523d6dd09eb1b3f8815589d807e74cbd74b94e8be1ede1d1cabb9efb8e0,,,,
ospimg,OSPlus Disk Imager,1.4,2017-05-05,Disket kalçplarç okumak ve yazmak iáin bir yardçmcç program,"OSPlus Disk Imager, disketleri okumançzç ve sabit diskinizde kalçplarçnç oluüturmançzç saßlayan bir yardçmcç programdçr. Bunlar daha sonra bir CD'ye yazçlabilir, sçkçütçrçlabilir ve e-posta ile gînderilebilir veya ònternet'e yÅklenebilir. Disk Imager, ayrçca bu kalçplarç bir diskete geri yazmançzç saßlar. Bir kalçp  yazarken disketteki mevcut verilerin YOK OLACAKLARINI unutmayçn.",,"disk, kalçp",Owen Rudge <orudge _AT_ freeuk.com>,Owen Rudge <orudge _AT_ freeuk.com>,,,http://osplus.sourceforge.net/,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,cf1e1552ffd6da24522b66fc3b5020f4,b3e6f082348ab501b0a36f171388ecaf7f13d775179958f7171e48cf7ce89fd5,,,,
ow,Open Watcom C Compiler,1.9a,2014-07-27,Open Watcom C/C++ derleyici,,,"watcom, c, derleyici",,,http://www.openwatcom.org,,http://www.openwatcom.org,,DOS,"Sybase Open Watcom Public License, Version 1.0",devel,,31d877a2b2565e607ffa9b3913f0aa23,01bd05d3b24a95e77a677875971bf63801f3df7fe0417253e608b33272bcae99,,,,
ozonegui,oZone GUI,0.5.3.0,2012-09-25,oZone MasaÅstÅ ortamç,,,"freedos, ozone, gui","Point Mad, Lukas Lipka",,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ozonegui.html,https://sourceforge.net/projects/ozonegui/files/,,,DOS,GNU GPLv2 and LGPLv2.1,util,,d054c8c395cae9a8aa37590238d949fe,924d0dfe015c2535037f5d0e3deba1bb10db935352817137b5384aa97337c188,,,,
p7zip,7-ZIP,4.65,2012-09-25,"p7zip, 7za.exe'nin (7zip'in komut satçrç sÅrÅmÅ) bir taüçmasçdçr. 7-Zip, en yÅksek sçkçütçrma orançna sahip dosya arüivleme yazçlçmçdçr.",,,"7zip, p7zip, sçkçütçrma, zip, unzip, arj",Igor Pavlov,Igor Pavlov,http://sourceforge.net/projects/p7zip,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/7zip/,http://www.7-zip.org/,,DOS,"GNU Lesser General Public License, Version 2.1",archiver,,2f2fbc12a571fc09e839f1d38537c1c2,ee8d4caeb7826aa8dbad0b08a204e4998fc67102b9664f016d3c14eeec0e304e,,,,
paint2,powerpaint,2,2013-03-15,"GÅzel bir grafik boyama programç. 1998 senesinde yapçlmçütçr. paint1 dosya tÅrÅnÅ ve dißer iki tÅrÅ destekler. Grafik: 13h kipi, fare gerektirir.",,,"boya, grafik",Yotam Madem (yotammadem _AT_ hotmail.com),Yotam Madem (yotammadem _AT_ hotmail.com),http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/,,http://www.geocities.com/yotam_madem_software/paint2.html,,DOS (Pascal),"GNU General Public License, Version 2",util,,b6747448cb8d67e66e9979f9e5acabf4,361fc4494175de60fe7b7a6310787254489fa3cbddae554a3736357189ae303f,,,,
pakupaku,Paku Paku,1.6,2012-09-21,Sadece metin kipini kullanan bir Pacman klonu.,,,,Jason M. Knight,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pakupaku.html,,,,,Public Domain,games,,a9be5adf3e34e77b3f8e009efb88d36f,7602b6e2ce22613bf4ce3130cc3ed98d1af7d827b352528f83ac3c27bd66edb1,,,,
part,Ranish Partition Manager,2.37,2009-02-22,"BîlÅm Yîneticisi, MBR (înyÅkleme sektîrÅnÅ) kaydedebilir ve geri getirebilir", Disk bîlÅmleri oluüturun veya silin, View hard disks' IDE information,FAT-16 ve FAT-32 dosya sistemlerini biáimlendirme ve yeniden boyutlandçrma, Comes with Advanced Boot Managers.,,,"disk, partition, manager, ranish, fdisk, format",Mikhail Ranish ranish -at- intercom.com,Mikhail Ranish ranish -at- intercom.com,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/part.html,,http://www.ranish.com/part/,,"DOS, FreeDOS",Public Domain,util,,e3702d0dfeaab525c788cd32c56c3bf6,471ea6d551af897915c05b73118f6c18c3b95e12f3fe87379a06f19568f48dc8
password,FreeDOS Password,0.50,2005-04-05,Parola programç -- Bilgisayarçnçzç yabancçlarçn eriüiminden korur,,,"freedos, parola, giriü, kullançcç",Mateusz Viste <mateusz (#) viste-family.net>,Mateusz Viste <mateusz (#) viste-family.net>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/password.html,,,,"DOS, FreeDOS","GNU General Public License, Version 2.1",util,,3de989bd2a6e922bfcefa27601339e96,241291c9fb133edd7ccf817b750e284799aa454dd2104e9ad605b8f3aaa75c81,,,,
pbox,PasswordBox,0.11,2013-07-18,"Konsol kipinde, AES üifreli depolamayç kullanan bir parola yîneticisi",,,"parola,yînetici",Mateusz Viste,Mateusz Viste,http://sourceforge.net/projects/passwbox/,,,,DOS,"GNU General Public License, Version 3",util,,89d5b233a48b1ea50b6fa138f35c75d2,deb45826de3953fa8f006a485cc05ee619373d65cc947f475300b84d7a64dc7b,,,,
pcisleep,PCISLEEP,12 mar 2005,2009-02-15,"PCISLEEP, PCI kartlarçnç listeler ve uykuya alçr.",,,"PCISleep, pci, card, vga, bekleme, liste",Eric Auer,Eric Auer,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pcisleep.html,,,,DOS,"GNU General Public License, Version 2",util,,f75f113addd3c3871e0a962b2a02682d,4ad400c68b106719c2feb57c2abf3572369fe2246be178f47bb36ae0fdfda905,,,,
pdtree,pdTree,1.02-1,2004-05-22,"Bir sÅrÅcÅ veya yolun dizin yapçsçnç grafik olarak gîrÅntÅler. Uzun dosya isimlerini LFN API'sç bulunuyorsa destekler, cats kullanarak mesaj kataloglarçnç (deßiüik dilleri) destekler ve hem Windows NT/9x hem de DOS'u destekler.",,Removed extraneous package metadata to prevent conflict with DU package.,"aßaá, FreeDOS, DOS, Win32",Kenneth J. Davis <jeremyd@computer.org>,Kenneth J. Davis <jeremyd@computer.org>,http://www.darklogic.org/fdos/ftp/tree/,,http://www.darklogic.org/fdos/ftp/tree/,,"DOS (TC30, BC31), Win32 (VC5, BCC55)",Public Domain (optional use of LGPL catgets by Jim Hall),util,,b23d409e59a76f8e449765629b487013,a92b67d2d4800e90e9ab77767570ef7f1d32482d35b0a17008c3fd5a8c53a279,,,,
perl,Perl,5.8.8,2013-08-17,"perl, C, sed, awk ve kabußun bazç îzelliklerini birleütiren bir dildir",,,perl,,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/perl.html,,,,DOS,GNU General Public License,devel,,c9a98a5f9ec3bd0fce9c1b3d97e8b8ee,6c6f5191d2b4d3f428805d20c3bce35cd42f9e6c324a2ffd643271ef77046e08,,,,
pgme,Program Manager Eternity,2015-07-26,2015-12-27,DOS iáin tamamen îzelleütirilebilir áoklu menÅ uygulama baülatçcçsç. Ayrçca Font Designer (Yazçtipi Tasarçmcçsç) ve dißer birkaá yardçmcç program iáerir. (Fare gerektirir),,,dos baülat pgm pgme efntdsgn menÅ kiosk 16 bit,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,http://sourceforge.net/projects/pgme/,,http://up.lod.bz/PGME/,,DOS,"GNU General Public License, Version 2",util,,6d42b4bba11c93d88819a9f36e8940a4,4c0bea2ee8503d03bf1ae496245896024bfe590a1a0b079d525715b06f61909d,,,,
pg,PG (PaGer),1.16,2007-11-27,Bir metin dosyasçnçn iáerißini sayfa sayfa gîrÅntÅler,,,"sayfa, pg, metin, metin gîster",bearheart -at- bearnet.com,freedos_pg -at- yahoo.com.hk Lo Hung Che http://johnson.tmfc.net/dos/pg.html,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/pg.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/pg/,,,"DOS + Turbo C + Nasm, FreeDOS","GNU General Public License, Version 2",util,,e90870ded1ce927eb45d7b7182a4783c,e37a766817800dd0a725d71cea0e17da48deedca40e5260256aee0523a1728a2,,,,
picosntp,picoSNTP,0.9.1,2016-04-11,DOS iáin picoTCP temelli SNTP istemcisi,,,"NTP, SNTP",Mateusz Viste,,http://picosntp.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",net,,2bb528904f175e0764964397b3e77a04,7b10186b812a3f36dc0458303dac7a57f0911b1fa5bc69c2e516429087a227d9,,,,
picotcp,picoTCP,20151119,2015-11-29,picoTCP aß katmanç (kÅtÅphane ve yapçlandçrma araálarç),,,,Mateusz Viste,,http://picotcp4dos.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",net,,b93e67056ccde0d9eaa4a78c76cbb381,ee1a1faaa3feb4ff151615334d58771cd40d1cdd421f395a6cdd398016f11c52,,,,
